,GIS_ID_post,ADDRESS,num_condo_units,PID_prior,CM_ID_prior,ST_NUM_prior,ST_NAME_prior,UNIT_NUM_prior,ZIPCODE_prior,PTYPE_prior,LU_prior,LAND_VALUE_prior,BLDG_VALUE_prior,TOTAL_VALUE_prior,GROSS_TAX_prior,LAND_SF_prior,YR_BUILT_prior,YR_REMODEL_prior,GROSS_AREA_prior,LIVING_AREA_prior,NUM_FLOORS_prior,STRUCTURE_CLASS_prior,TT_RMS_prior,BED_RMS_prior,FULL_BTH_prior,HALF_BTH_prior,HEAT_TYP_prior,S_NUM_BLDG_prior,RES_UNITS_prior,COM_UNITS_prior,RC_UNITS_prior,PID_post,CM_ID_post,ST_NUM_post,ST_NAME_post,UNIT_NUM_post,ZIPCODE_post,PTYPE_post,LU_post,LAND_VALUE_post,BLDG_VALUE_post,TOTAL_VALUE_post,GROSS_TAX_post,LAND_SF_post,YR_BUILT_post,YR_REMODEL_post,GROSS_AREA_post,LIVING_AREA_post,NUM_FLOORS_post,STRUCTURE_CLASS_post,TT_RMS_post,BED_RMS_post,FULL_BTH_post,HALF_BTH_post,HEAT_TYP_post,R_EXT_CND_post,R_OVRALL_CND_post,R_INT_CND_post,S_NUM_BLDG_post,RES_UNITS_post,COM_UNITS_post,RC_UNITS_post,S_EXT_CND_post,prior_year,post_year,GIS_ID_prior,R_EXT_CND_prior,R_OVRALL_CND_prior,R_INT_CND_prior,S_EXT_CND_prior,CITY_post,BLDG_SEQ_post,NUM_BLDGS_post,LUC_post,LU_DESC_post,BLDG_TYPE_post,RES_FLOOR_post,CD_FLOOR_post,INT_COND_post,EXT_COND_post,OVERALL_COND_post,HLF_BTH_post,BDRM_COND_post,HEAT_TYPE_post,NUM_PARKING_post,CITY_prior,BLDG_SEQ_prior,NUM_BLDGS_prior,LUC_prior,LU_DESC_prior,BLDG_TYPE_prior,RES_FLOOR_prior,CD_FLOOR_prior,INT_COND_prior,EXT_COND_prior,OVERALL_COND_prior,HLF_BTH_prior,BDRM_COND_prior,HEAT_TYPE_prior,NUM_PARKING_prior,OBJECTID,LOC_ID,POLY_TYPE,MAP_NO,SOURCE,PLAN_ID,LAST_EDIT,BND_CHK,NO_MATCH,TOWN_ID,Shape_STArea__,Shape_STLength__,ShapeSTArea,ShapeSTLength
941,1301661000,100 SAWYER AV,4,1301661000,,100,SAWYER AV,,2125.0,,R3,199400,1187400,1386800,14894.2272,4539.0,1905.0,2020.0,6592.0,4500.0,,,15.0,6.0,6.0,,,,,,,1301661000,1301661000.0,100,SAWYER AV,,2125.0,,CM,0,0,0, $-   ,"4,539",1905.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,2023,2024,1301661000,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,DK - Decker,3.0,,,A - Average,G - Good,,,F - Forced Hot Air,,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,G - Good,A - Average,G - Good,0.0,,F - Forced Hot Air,2.0,20470.0,F_774224_2939361,FEE,13,ASSESS,,20191107.0,,N,35.0,4585.28051758,299.36904444,4585.28065555055,299.369044442989
942,1301665000,92 SAWYER AV,4,1301665000,,92,SAWYER AV,,2125.0,105.0,R3,223800,501700,725500,760324.0,7479.0,1905.0,0.0,5672.0,3672.0,3.0,R,17.0,8.0,3.0,0.0,F,,,,,1301665000,1301665000.0,92,SAWYER AV,,2125.0,995.0,CM,0,0,0,0.0,7479.0,1905.0,2017.0,0.0,0.0,3.0,R,15.0,6.0,3.0,3.0,F,A,G,G,,3.0,0.0,0.0,G,2018,2019,1301665000.0,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5570.0,F_774362_2939254,FEE,13,ASSESS,,20191107.0,,N,35.0,7325.69580078,425.28716852,7325.69619168595,425.287168496558
943,1301675000.0,28  30 DOWNER AV,4,1301675000,1301675000.0,28  30,DOWNER AV,,2125.0,995.0,CM,0,0,0,0.0,0.0,1896.0,2006.0,,,3.0,,,,,,,1.0,3.0,0.0,,1301675000,1301675000.0,28  30,DOWNER AV,,2125,,CM,,,,$0.00 ,6898.0,1896.0,2006.0,,,,,,,,,,,,,,3.0,,,,2020,2021,1301675000,,,,A - Average,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,A - Average,A - Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,1301717000,9 UPHAM AV,4,1301717000,,9,UPHAM AV,,2125.0,105.0,R3,147500,469500,617000,646616.0,3027.0,1900.0,0.0,5543.0,3662.0,2.5,R,15.0,7.0,3.0,0.0,W,,,,,1301717000,1301717000.0,9,UPHAM AV,,2125.0,995.0,CM,0,0,0,0.0,3027.0,1900.0,2017.0,0.0,0.0,3.0,R,15.0,7.0,3.0,0.0,W,A,A,A,,3.0,0.0,0.0,G,2018,2019,1301717000.0,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,1301742002,545 COLUMBIA RD,2,1301742001, ,545,COLUMBIA RD,,2125,,E,"333,400","1,104,500","1,437,900",$0.00,6650.0,1920.0,1980.0,26532.0,19899.0,,C - Brick/Concr,0.0,0.0,0.0,,,,0.0,3.0,0.0,1301742001,,545,COLUMBIA RD,,2125.0,,E,333400,1079300,1412700,0.0,6650.0,1920.0,1980.0,26532.0,19899.0,,C - Brick/Concr,,,0.0,,,,,,,,,,,2022,2023,1301742002.0,,,,,DORCHESTER,1.0,1.0,985.0,OTHER EXEMPT BLDG,342 - MEDICAL OFFICE,,,,,A - Average,0.0,,,,DORCHESTER,1.0,1.0,985.0,OTHER EXEMPT BLDG,342 - MEDICAL OFFICE,3.0,,,,A - Average,0.0,,,0.0,41931.0,F_773598_2940505,FEE,13,ASSESS,,20191107.0,,N,35.0,6367.97363281,332.6190176,6367.97339168399,332.619017618716
946,1302075000,2 VICTORIA ST,5,1302075000, ,2,VICTORIA ST,,2125,,R3,"283,600","1,075,300","1,358,900","$14,784.83",5120.0,1905.0,2007.0,7388.0,5077.0,,R - ,21.0,9.0,3.0,,,,0.0,0.0,0.0,1302075000,,2,VICTORIA ST,,2125.0,,R3,300600,1140000,1440600,15472.0472,5120.0,1905.0,2007.0,7388.0,5077.0,,,20.0,9.0,3.0,,,,,,,,,,,2022,2023,1302075000.0,,,,,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,A - Average,A - Average,A - Average,0.0,,W - Ht Water/Steam,6.0,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,A - Average,A - Average,A - Average,0.0,,W - Ht Water/Steam,6.0,21859.0,F_775920_2940249,FEE,13,ASSESS,,20191107.0,,N,35.0,5376.05883789,308.8126205,5376.05916770912,308.812620502952
947,1302095000.0,54 PLEASANT ST,18,1302095000,,54,PLEASANT ST,,2125,,A,"$1,262,100.00 ","$4,875,400.00 ","$6,137,500.00 ","$65,487.13 ",14688.0,2019.0,,22529.0,16897.0,,D - Wood/Frame,,,,,,,17.0,,,1302095000,1302095000,54,PLEASANT ST,,2125,,CM,0,0,0,$0.00,14688.0,2019.0,,,,,D - Wood/Frame,0.0,0.0,0.0,,,,,,,17.0,0.0,0.0,,2021,2022,1302095000.0,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,LR - Low Rise,3.0,,,E - Excellent,G - Good,0.0,,,0.0,DORCHESTER,1.0,1.0,112.0,APT 7-30 UNITS,112 - APT 7-30 UNITS,3.0,,,,G - Good,,,,,216.0,F_775285_2940099,FEE,13,ASSESS,,20191107.0,,N,35.0,15599.63867188,551.15070769,15599.6382403347,551.150707698908
948,1302110000,1069 DORCHESTER AV,4,1302110000,,1069,DORCHESTER AV,,2125.0,,R3,277700,1183300,1461000,15691.14,3336.0,1900.0,2019.0,6237.0,4650.0,,,15.0,9.0,3.0,,,,,,,1302110000,1302110000.0,1069,DORCHESTER AV,,2125.0,,CM,0,0,0, $-   ,"3,417",1900.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,2023,2024,1302110000,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,G - Good,G - Good,,,,,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,G - Good,G - Good,G - Good,0.0,,W - Ht Water/Steam,0.0,6195.0,F_775926_2939832,FEE,13,ASSESS,,20191107.0,,N,35.0,3744.50268555,259.61154865,3744.50254193133,259.611548636977
949,1302121000.0,27 THORNLEY ST,4,1302121000,,27,THORNLEY ST,,2125,,R3,"$261,200.00 ","$782,900.00 ","$1,044,100.00 ","$11,140.55 ",4014.0,1898.0,2018.0,6201.0,4137.0,,R -,18.0,10.0,3.0,,,,,,,1302121000,1302121000,27,THORNLEY ST,,2125,,CM,0,0,0,$0.00,4014.0,1898.0,2019.0,,,,R - ,0.0,0.0,0.0,,,,,,,3.0,0.0,0.0,,2021,2022,1302121000.0,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,A - Average,G - Good,A - Average,0.0,,W - Ht Water/Steam,0.0,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,CV - Conventional,2.5,,A - Average,P - Poor,A - Average,,,W - Ht Water/Steam,,235.0,F_775395_2939930,FEE,13,ASSESS,,20191107.0,,N,35.0,4064.53808594,278.0772177,4064.53806951524,278.077217689681
950,1302201000.0,107  109 SAVIN HILL AV,6,1302201000,1302201000.0,107  109,SAVIN HILL AV,,2125.0,995.0,CM,0,0,0,0.0,0.0,1920.0,2002.0,,,1.0,,,,,,,1.0,0.0,5.0,,1302201000,1302201000.0,107  109,SAVIN HILL AV,,2125,,CM,,,,$0.00 ,6725.0,1920.0,2002.0,,,,,,,,,,,,,,,5.0,,,2020,2021,1302201000,,,,G - Good,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,1.0,,,G - Good,G - Good,,,,,,,,,,,,,,,,,,,,17245.0,F_776813_2938869,FEE,13,ASSESS,,20191107.0,,N,35.0,6218.96972656,323.75314277,6218.96950345625,323.753142760124
951,1302217010,2 S SYDNEY ST,2,1302217012,1302217010,2,S SYDNEY ST,1,2125,,CD,0,"593,800","593,800","$6,460.54",,2002.0,,1416.0,1216.0,,,5.0,2.0,1.0,,,,1.0,0.0,0.0,1302217010,1302217010.0,2,S SYDNEY ST,,2125.0,,CM,0,0,0,0.0,8597.0,2002.0,,,,,,,,,,,,,,,8.0,,,,2022,2023,1302217010.0,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,TH - Town House,3.0,,,G - Good,G - Good,,,,,DORCHESTER,1.0,1.0,102.0,RESIDENTIAL CONDO,TH - Town House,3.0,1.0,G - Good,G - Good,G - Good,1.0,Average,F - Forced Hot Air,1.0,20582.0,F_776899_2938775,FEE,13,ASSESS,,20191107.0,,N,35.0,9569.33300781,469.98043886,9569.3331575454,469.980438852036
952,1302328001,243 SAVIN HILL AV,4,1302329000, ,243,SAVIN HILL AV,,2125,,R2,"422,700","628,300","1,051,000","$11,434.88",10700.0,1890.0,,4612.0,2840.0,,R - ,10.0,4.0,2.0,,,,0.0,0.0,0.0,1302328001,,243,SAVIN HILL AV,,2125.0,,RL - RL,47600,0,47600,511.22,2941.0,,,,,,,,,0.0,,,,,,,,,,,2022,2023,1302329000.0,,,,,DORCHESTER,1.0,1.0,132.0,RES LAND (Unusable),99 - Vacant,,,,,A - Average,0.0,,,,DORCHESTER,1.0,1.0,104.0,TWO-FAM DWELLING,TF - Two Fam Stack,2.0,,A - Average,A - Average,A - Average,0.0,,F - Forced Hot Air,7.0,43535.0,F_779017_2938368,FEE,13,ASSESS,,20191107.0,,N,35.0,1929.5480957,233.51686322,1929.54782318656,233.516863221068
953,1302378000.0,333  335 SAVIN HILL AV,3,1302378000,1302378000.0,333  335,SAVIN HILL AV,,2125.0,995.0,CM,0,0,0,0.0,0.0,1920.0,2016.0,,,2.0,,,,,,,1.0,2.0,,,1302378000,1302378000.0,333  335,SAVIN HILL AV,,2125,,CM,,,,$0.00 ,3598.0,1920.0,2016.0,,,,R -,,,,,,,,,,2.0,,,,2020,2021,1302378000,,,,G - Good,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,CV - Conventional,2.0,,G - Good,G - Good,G - Good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,1302466000.0,244 SAVIN HILL AV,2,1302466000,,244,SAVIN HILL AV,,2125,,R2,"$473,500.00 ","$734,600.00 ","$1,208,100.00 ","$12,890.43 ",16716.0,1900.0,,4506.0,2781.0,,R -,11.0,5.0,3.0,,,,,,,1302466000, ,244,SAVIN HILL AV,,2125,,R3,"487,700","1,269,700","1,757,400","$19,120.51",16716.0,1900.0,,4506.25,2781.6,,R - ,11.0,5.0,3.0,,,,,,,0.0,0.0,0.0,,2021,2022,1302466000.0,,,,,DORCHESTER,1.0,2.0,109.0,MULTIPLE BLDGS/1 LOT,CV - Conventional,2.0,,A - Average,G - Good,A - Average,1.0,,W - Ht Water/Steam,6.0,DORCHESTER,1.0,1.0,104.0,TWO-FAM DWELLING,CV - Conventional,2.0,,A - Average,G - Good,A - Average,1.0,,W - Ht Water/Steam,6.0,15352.0,F_778608_2938384,FEE,13,ASSESS,,20191107.0,,N,35.0,16648.58447266,543.5948313,16648.5842897613,543.594831302056
955,1302491000,147 GRAMPIAN WY,2,1302491000, ,147,GRAMPIAN WY,,2125,,R2,"320,300","583,200","903,500","$9,830.08",15009.0,1900.0,,5750.8,4096.8,,R - ,13.0,4.0,3.0,,,,0.0,0.0,0.0,1302491000,,147,GRAMPIAN WY,,2125.0,,R3,336300,1642700,1979000,21254.46,15009.0,1900.0,2021.0,13901.0,8418.8,,,15.0,9.0,6.0,,,,,,,,,,,2022,2023,1302491000.0,,,,,DORCHESTER,1.0,2.0,109.0,MULTIPLE BLDGS/1 LOT,CV - Conventional,2.5,,A - Average,G - Good,G - Good,2.0,,F - Forced Hot Air,5.0,DORCHESTER,1.0,1.0,104.0,TWO-FAM DWELLING,CV - Conventional,2.5,,A - Average,F - Fair,F - Fair,0.0,,W - Ht Water/Steam,5.0,32892.0,F_777985_2938243,FEE,13,ASSESS,,20191107.0,,N,35.0,14329.9284668,546.06157942,14329.9300487666,546.061579417903
956,1302492000,55 ALPINE WY,3,1302492000,,55,ALPINE WY,,2125.0,,R2,255700,894100,1149800,12348.85,8544.0,1910.0,2021.0,4851.0,2729.0,,,10.0,4.0,2.0,,,,,,,1302492000,1302492000.0,55,ALPINE WY,,2125.0,,CM,0,0,0, $-   ,"8,544",1910.0,,,,,,,,,,,,,,,2.0,0.0,0.0,,2023,2024,1302492000,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,G - Good,G - Good,,,,,DORCHESTER,1.0,1.0,104.0,TWO-FAM DWELLING,CV - Conventional,2.0,,G - Good,G - Good,G - Good,0.0,,F - Forced Hot Air,6.0,28304.0,F_777918_2938219,FEE,13,ASSESS,,20191107.0,,N,35.0,14690.13842773,578.07255075,14690.138435831,578.072550784389
957,1302497000,5 CASPIAN WY,3,1302497000,,5,CASPIAN WY,,2125.0,,R2,295400,1646400,1941800,20854.93,7122.0,1925.0,2021.0,11745.0,6976.0,,,11.0,6.0,6.0,,,,,,,1302497000,1302497000.0,5,CASPIAN WY,,2125.0,,CM,0,0,0, $-   ,"7,122",1925.0,,,,,,,,,,,,,,,2.0,0.0,0.0,,2023,2024,1302497000,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,TH - Town House,3.0,,,G - Good,G - Good,,,,,DORCHESTER,1.0,1.0,104.0,TWO-FAM DWELLING,DX - Duplex,2.0,,G - Good,G - Good,G - Good,2.0,,F - Forced Hot Air,3.0,36416.0,F_777804_2938240,FEE,13,ASSESS,,20191107.0,,N,35.0,7007.69287109,335.84163539,7007.69327896214,335.841635386174
958,1302550000,432 SAVIN HILL AV,2,1302550002,1302550000,432,SAVIN HILL AV,1,2125,,CD,0,"563,800","563,800","$6,134.14",,1986.0,,1952.0,1652.0,,,6.0,2.0,1.0,,,,1.0,0.0,0.0,1302550000,1302550000.0,432,SAVIN HILL AV,,2125.0,,CM,0,0,0,0.0,8492.0,1999.0,,,,,,,,,,,,,,,4.0,,,,2022,2023,1302550000.0,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,TH - Town House,2.0,,,A - Average,A - Average,,,,,DORCHESTER,1.0,1.0,102.0,RESIDENTIAL CONDO,TH - Town House,3.0,1.0,A - Average,A - Average,A - Average,1.0,Good,F - Forced Hot Air,1.0,,,,,,,,,,,,,,
959,1302552000,424 SAVIN HILL AV,2,1302552002,1302552000,424,SAVIN HILL AV,5,2125,,CD,0,"586,900","586,900","$6,385.47",,1986.0,,1952.0,1796.0,,,5.0,2.0,1.0,,,,1.0,0.0,0.0,1302552000,1302552000.0,424,SAVIN HILL AV,,2125.0,,CM,0,0,0,0.0,11483.0,1999.0,,,,,,,,,,,,,,,5.0,,,,2022,2023,1302552000.0,,,,,DORCHESTER,1.0,2.0,995.0,CONDO MAIN,TH - Town House,2.0,,,A - Average,A - Average,,,,,DORCHESTER,1.0,1.0,102.0,RESIDENTIAL CONDO,TH - Town House,3.0,1.0,A - Average,A - Average,A - Average,1.0,Average,F - Forced Hot Air,1.0,,,,,,,,,,,,,,
960,1302579000,328 SAVIN HILL AV,4,1302579000,,328,SAVIN HILL AV,,2125.0,105.0,R3,201200,868400,1069600,1120941.0,5594.0,1987.0,2015.0,8400.0,6195.0,3.0,R,15.0,6.0,6.0,3.0,F,,,,,1302579000,1302579000.0,328,SAVIN HILL AV,,2125.0,995.0,CM,0,0,0,0.0,5594.0,2016.0,,0.0,0.0,3.0,R,15.0,6.0,6.0,3.0,F,A,G,G,,3.0,0.0,3.0,G,2018,2019,1302579000.0,A,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27921.0,F_778180_2939159,FEE,13,ASSESS,,20191107.0,,N,35.0,5394.49829102,321.18276071,5394.49807312984,321.182760716887
961,1302582030,312 SAVIN HILL AV,5,1302584000, ,312,SAVIN HILL AV,,2125,,R3,"314,200","862,300","1,176,500","$12,800.32",5542.0,1905.0,2020.0,5745.0,3603.0,,R - ,15.0,6.0,3.0,,,,0.0,0.0,0.0,1302582030,1302582030.0,312,SAVIN HILL AV,,2125.0,,CM,0,0,0,0.0,5747.0,2008.0,,,,,,,,,,,,,,,3.0,,,,2022,2023,1302584000.0,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,DK - Decker,3.0,,,G - Good,A - Average,,,,,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,A - Average,A - Average,A - Average,0.0,,W - Ht Water/Steam,7.0,,,,,,,,,,,,,,
962,1302601000,66 GRAMPIAN WY,2,1302602000, ,66,GRAMPIAN WY,,2125,,R1,"189,400","445,300","634,700","$6,905.53",2620.0,1890.0,,2404.0,1416.0,,R - ,7.0,3.0,1.0,,,,0.0,0.0,0.0,1302601000,,66,GRAMPIAN WY,,2125.0,,R1,200600,484700,685300,7360.1172,2620.0,1890.0,,2614.0,1416.0,,,7.0,3.0,1.0,,,,,,,,,,,2022,2023,1302602000.0,,,,,DORCHESTER,1.0,1.0,101.0,SINGLE FAM DWELLING,SD - Semi-Det,2.0,,G - Good,A - Average,A - Average,0.0,,W - Ht Water/Steam,0.0,DORCHESTER,1.0,1.0,101.0,SINGLE FAM DWELLING,SD - Semi-Det,2.0,,G - Good,A - Average,A - Average,0.0,,W - Ht Water/Steam,0.0,25713.0,F_778220_2939035,FEE,13,ASSESS,,20191107.0,,N,35.0,2599.31665039,278.75418263,2599.31664415319,278.754182649004
963,1302643000.0,89 SYDNEY ST,4,1302643000,,89,SYDNEY ST,,2125,,R3,"$212,500.00 ","$1,007,900.00 ","$1,220,400.00 ","$13,021.67 ",2820.0,2019.0,,5748.0,4203.0,,R -,12.0,6.0,6.0,,,,,,,1302643000,1302643000,89,SYDNEY ST,,2125,,CM,0,0,0,$0.00,2820.0,1988.0,2019.0,,,,R - ,0.0,0.0,0.0,,,,,,,3.0,0.0,0.0,,2021,2022,1302643000.0,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,DK - Decker,3.0,,,G - Good,G - Good,0.0,,,2.0,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,G - Good,G - Good,G - Good,,,F - Forced Hot Air,,47291.0,F_777221_2939960,FEE,13,ASSESS,,20191107.0,,N,35.0,2763.08105469,219.39679261,2763.08102859078,219.396792625074
964,1302759000,51 BELFORT ST,4,1302759000,,51,BELFORT ST,,2125.0,105.0,R3,148700,477300,626000,656048.0,2116.0,1905.0,0.0,4288.0,3921.0,3.0,R,15.0,9.0,3.0,0.0,F,,,,,1302759000,1302759000.0,51,BELFORT ST,,2125.0,995.0,CM,0,0,0,0.0,2116.0,2017.0,0.0,0.0,0.0,4.0,R,15.0,9.0,3.0,0.0,F,A,A,A,,3.0,0.0,0.0,G,2018,2019,1302759000.0,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,1302888000,24 SAGAMORE ST,4,1302888000,,24,SAGAMORE ST,,2125.0,,R3,235800,1005500,1241300,13331.5572,3600.0,1905.0,2021.0,5772.0,4152.0,,,13.0,7.0,6.0,,,,,,,1302888000,1302888000.0,24,SAGAMORE ST,,2125.0,,CM,0,0,0, $-   ,"3,600",1905.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,2023,2024,1302888000,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,FS - Free Standing,3.0,,,G - Good,G - Good,,,,,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,CV - Conventional,3.0,,G - Good,G - Good,G - Good,0.0,,F - Forced Hot Air,3.0,26204.0,F_776476_2939723,FEE,13,ASSESS,,20191107.0,,N,35.0,3640.69213867,251.6871218,3640.69255285207,251.687121803699
966,1302929000,63 SAGAMORE ST,4,1302929000,,63,SAGAMORE ST,,2125.0,,R3,301600,918400,1220000,13102.8,3858.0,1905.0,,6434.0,4155.0,,,18.0,9.0,3.0,,,,,,,1302929000,1302929000.0,63,SAGAMORE ST,,2125.0,,CM,0,0,0, $-   ,"3,858",1905.0,,,,,,,,,,,,,,,3.0,0.0,0.0,,2023,2024,1302929000,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,DK - Decker,3.0,,,G - Good,G - Good,,,F - Forced Hot Air,,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,A - Average,F - Fair,A - Average,0.0,,F - Forced Hot Air,3.0,24917.0,F_776756_2940401,FEE,13,ASSESS,,20191107.0,,N,35.0,3982.34643555,256.18665378,3982.34665450256,256.186653768037
967,1302961000,11 SUDAN ST,4,1302961000, ,11,SUDAN ST,,2125,,R3,"229,900","721,300","951,200","$10,349.06",2368.0,1905.0,,5083.0,3396.0,,R - ,15.0,6.0,3.0,,,,0.0,0.0,0.0,1302961000,1302961000.0,11,SUDAN ST,,2125.0,,CM,0,0,0,0.0,2368.0,1905.0,,,,,,,,,,,,,,,3.0,,,,2022,2023,1302961000.0,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,DK - Decker,3.0,,,G - Good,A - Average,,,,,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,A - Average,A - Average,A - Average,0.0,,F - Forced Hot Air,0.0,29175.0,F_776235_2940724,FEE,13,ASSESS,,20191107.0,,N,35.0,2357.88964844,209.25701883,2357.88953103095,209.257018804115
968,1302982000,136 SYDNEY ST,19,1302982000,,136,SYDNEY ST,,2125.0,112.0,A,116800,1372700,1489500,1560996.0,8427.0,2015.0,,13200.0,11000.0,1.0,D,,,,,,,,,,1302982000,1302982000.0,136,SYDNEY ST,,2125.0,995.0,CM,0,0,0,0.0,8427.0,2015.0,,0.0,0.0,3.0,D,,,,,,,,,,9.0,0.0,0.0,E,2018,2019,1302982000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,1302991000,60 ROMSEY ST,4,1302991000,,60,ROMSEY ST,,2125.0,105.0,R3,196800,447000,643800,674702.0,3323.0,1905.0,0.0,4614.0,3258.0,3.0,R,14.0,6.0,3.0,0.0,W,,,,,1302991000,1302991000.0,60,ROMSEY ST,,2125.0,995.0,CM,0,0,0,0.0,3323.0,1905.0,2017.0,0.0,0.0,4.0,R,14.0,6.0,3.0,0.0,W,A,A,A,,3.0,0.0,0.0,G,2018,2019,1302991000.0,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,1303003000.0,37 HARBOR VIEW ST,4,1303003000,,37,HARBOR VIEW ST,,2125,,R3,"$219,700.00 ","$801,900.00 ","$1,021,600.00 ","$10,900.47 ",3102.0,1905.0,,5801.0,3978.0,,R -,18.0,9.0,3.0,,,,,,,1303003000,1303003000,37,HARBOR VIEW ST,,2125,,CM,0,0,0,$0.00,3102.0,1905.0,2016.0,,,,R - ,18.0,9.0,0.0,,,,,,,3.0,0.0,0.0,,2021,2022,1303003000.0,,,,,DORCHESTER,1.0,1.0,995.0,CONDO MAIN,DK - Decker,3.0,,A - Average,A - Average,A - Average,0.0,,W - Ht Water/Steam,0.0,DORCHESTER,1.0,1.0,105.0,THREE-FAM DWELLING,DK - Decker,3.0,,A - Average,F - Fair,A - Average,,,W - Ht Water/Steam,,29500.0,F_776558_2940869,FEE,13,ASSESS,,20191107.0,,N,35.0,2963.40112305,249.13231431,2963.40091229396,249.132314299155
971,1303027000,56 SUDAN ST,4,1303027000,,56,SUDAN ST,,2125.0,105.0,R3,175900,617000,792900,830959.0,3400.0,1905.0,2016.0,5198.0,3372.0,3.0,R,15.0,6.0,3.0,0.0,F,,,,,1303027000,1303027000.0,56,SUDAN ST,,2125.0,995.0,CM,0,0,0,0.0,3400.0,0.0,,0.0,0.0,3.0,R,,,,,,,,,,3.0,0.0,0.0,G,2018,2019,1303027000.0,G,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,1303071000,12 GRANT ST,3,1303071000,,12,GRANT ST,,2125.0,104.0,R2,140400,388900,529300,554706.0,2672.0,1905.0,2016.0,3425.0,2046.0,2.0,R,8.0,4.0,2.0,0.0,W,,,,,1303071000,1303071000.0,12,GRANT ST,,2125.0,995.0,CM,0,0,0,0.0,2672.0,1905.0,2017.0,0.0,0.0,2.0,R,8.0,4.0,2.0,0.0,W,G,G,G,,3.0,0.0,0.0,G,2018,2019,1303071000.0,G,G,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,1303097000,6 RAVEN ST,4,1303097000,,6,RAVEN ST,,2125.0,105.0,R3,149000,465400,614400,643891.0,1987.0,1900.0,0.0,4659.0,3252.0,3.0,R,18.0,9.0,3.0,0.0,W,,,,,1303097000,1303097000.0,6,RAVEN ST,,2125.0,995.0,CM,0,0,0,0.0,1987.0,1900.0,0.0,0.0,0.0,3.0,R,18.0,9.0,3.0,0.0,W,A,A,A,,3.0,0.0,0.0,G,2018,2019,1303097000.0,A,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27070.0,F_776684_2941467,FEE,13,ASSESS,,20191107.0,,N,35.0,1992.91601563,188.59131942,1992.91591976956,188.591319435574
